ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
1066,Solute carrier family 22 member 6,SLC22A6,3831566,AF057039,Q4U2R8,S22A6_HUMAN,"",,hROAT1,HGNC:10970,Humans,DB00091; DB00140; DB00155; DB00158; DB00168; DB00175; DB00229; DB00254; DB00286; DB00300; DB00311; DB00313; DB00319; DB00328; DB00345; DB00365; DB00369; DB00432; DB00438; DB00446; DB00456; DB00493; DB00495; DB00500; DB00501; DB00520; DB00529; DB00535; DB00554; DB00563; DB00567; DB00577; DB00578; DB00584; DB00586; DB00595; DB00601; DB00605; DB00606; DB00607; DB00642; DB00649; DB00654; DB00659; DB00672; DB00678; DB00693; DB00695; DB00703; DB00709; DB00712; DB00718; DB00731; DB00749; DB00759; DB00770; DB00774; DB00779; DB00787; DB00788; DB00812; DB00819; DB00821; DB00827; DB00861; DB00880; DB00887; DB00900; DB00903; DB00917; DB00927; DB00936; DB00939; DB00943; DB00945; DB00999; DB01004; DB01009; DB01016; DB01017; DB01032; DB01045; DB01050; DB01051; DB01053; DB01059; DB01060; DB01124; DB01140; DB01160; DB01165; DB01197; DB01212; DB01237; DB01324; DB01326; DB01327; DB01329; DB01332; DB01333; DB01414; DB01415; DB01424; DB01435; DB01597; DB01606; DB01685; DB02266; DB02315; DB02527; DB03553; DB03585; DB03783; DB04133; DB04348; DB04519; DB04847; DB06151; DB06176; DB08843; DB08844; DB08846; DB08912; DB08930; DB09008; DB09078; DB09213; DB09298; DB09299; DB11644; DB11751; DB11757; DB11817; DB11837; DB12151; DB12243; DB12265; DB12332; DB12466; DB13874; DB14126; DB15328; DB15413; DB15822; DB16098; DB16628; DB17083
1067,ATP-binding cassette sub-family G member 2,ABCG2,4185796,AF103796,Q9UNQ0,ABCG2_HUMAN,"",,ABCG2,HGNC:74,Humans,DB00091; DB00158; DB00175; DB00201; DB00213; DB00220; DB00242; DB00255; DB00285; DB00286; DB00317; DB00338; DB00391; DB00394; DB00396; DB00398; DB00437; DB00439; DB00444; DB00448; DB00457; DB00470; DB00481; DB00482; DB00495; DB00503; DB00515; DB00526; DB00530; DB00541; DB00544; DB00549; DB00563; DB00602; DB00619; DB00624; DB00631; DB00642; DB00655; DB00669; DB00675; DB00688; DB00694; DB00698; DB00709; DB00740; DB00762; DB00773; DB00783; DB00795; DB00843; DB00845; DB00853; DB00921; DB00958; DB00966; DB00970; DB00973; DB00997; DB01016; DB01030; DB01051; DB01079; DB01094; DB01097; DB01098; DB01129; DB01204; DB01232; DB01234; DB01248; DB01254; DB01268; DB01645; DB01685; DB01708; DB02115; DB02703; DB03467; DB03496; DB04216; DB04348; DB04540; DB04690; DB04847; DB04854; DB04868; DB04881; DB05239; DB05294; DB05928; DB06210; DB06228; DB06234; DB06237; DB06288; DB06290; DB06448; DB06589; DB06605; DB06654; DB06772; DB06813; DB08828; DB08860; DB08864; DB08880; DB08881; DB08896; DB08901; DB08907; DB08912; DB08916; DB08930; DB08931; DB08934; DB09027; DB09038; DB09054; DB09061; DB09065; DB09073; DB09074; DB09078; DB09079; DB09102; DB09118; DB09183; DB09274; DB09279; DB09291; DB09296; DB09297; DB09299; DB09330; DB11363; DB11581; DB11613; DB11632; DB11633; DB11644; DB11652; DB11689; DB11697; DB11712; DB11732; DB11751; DB11757; DB11760; DB11791; DB11793; DB11796; DB11800; DB11817; DB11820; DB11827; DB11853; DB11855; DB11886; DB11901; DB11943; DB11952; DB11963; DB11978; DB12001; DB12010; DB12015; DB12020; DB12026; DB12070; DB12141; DB12151; DB12267; DB12332; DB12457; DB12483; DB12500; DB12597; DB12612; DB12713; DB12887; DB12941; DB13055; DB13125; DB13874; DB13878; DB13879; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB13997; DB14009; DB14011; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14649; DB14723; DB14737; DB14840; DB14962; DB15091; DB15102; DB15133; DB15149; DB15233; DB15305; DB15328; DB15442; DB15456; DB15569; DB15685; DB15822; DB15982; DB16098; DB16267; DB16390; DB16650; DB16703; DB17083
1069,Canalicular multispecific organic anion transporter 1,ABCC2,1764162,U63970,Q92887,MRP2_HUMAN,"",,ABCC2,HGNC:53,Humans,DB00067; DB00091; DB00104; DB00116; DB00143; DB00175; DB00177; DB00199; DB00206; DB00207; DB00224; DB00227; DB00252; DB00275; DB00286; DB00300; DB00328; DB00345; DB00365; DB00398; DB00421; DB00439; DB00481; DB00503; DB00515; DB00526; DB00541; DB00563; DB00564; DB00570; DB00602; DB00619; DB00641; DB00675; DB00688; DB00695; DB00698; DB00709; DB00762; DB00773; DB00795; DB00798; DB00876; DB00908; DB00950; DB00957; DB00958; DB00966; DB00973; DB00977; DB00978; DB00997; DB01016; DB01032; DB01045; DB01076; DB01095; DB01098; DB01115; DB01138; DB01165; DB01169; DB01174; DB01208; DB01229; DB01232; DB01234; DB01248; DB01268; DB01411; DB01586; DB01892; DB02659; DB02703; DB04100; DB04216; DB04348; DB04789; DB06290; DB06448; DB06813; DB08860; DB08884; DB08907; DB09060; DB09272; DB09374; DB11770; DB12070; DB12151; DB12713; DB14642; DB14649; DB15719
1095,Gap junction alpha-1 protein,GJA1,29917,X52947,P17302,CXA1_HUMAN,2LL2,,GJA1,HGNC:4274,Humans,DB00640
1115,Excitatory amino acid transporter 1,SLC1A3,,L19158,P43003,EAA1_HUMAN,"",,SLC1A3,HGNC:10941,Humans,DB08868
1130,Neutral and basic amino acid transport protein rBAT,SLC3A1,306442,M95548,Q07837,SLC31_HUMAN,"",,SLC3A1,HGNC:11025,Humans,DB00138
1134,Solute carrier family 15 member 2,SLC15A2,999213,S78203,Q16348,S15A2_HUMAN,"",,SLC15A2,HGNC:10921,Humans,DB00178; DB00274; DB00415; DB00447; DB00456; DB00485; DB00492; DB00493; DB00519; DB00535; DB00542; DB00567; DB00577; DB00671; DB00672; DB00691; DB00713; DB00722; DB00731; DB00781; DB00790; DB00833; DB00855; DB00881; DB01000; DB01016; DB01053; DB01060; DB01112; DB01124; DB01140; DB01147; DB01212; DB01333; DB01340; DB01348; DB01413; DB01415; DB01610; DB03424; DB08795
1140,Ceruloplasmin,CP,180256,M13699,P00450,CERU_HUMAN,1KCW; 2J5W; 4EJX; 4ENZ,,CP,HGNC:2295,Humans,DB06778
1155,Integrin beta-3,ITGB3,306786,J02703,P05106,ITB3_HUMAN,1JV2; 1KUP; 1KUZ; 1L5G; 1M1X; 1M8O; 1MIZ; 1MK7; 1MK9; 1RN0; 1S4X; 1TYE; 1U8C; 2INI; 2K9J; 2KNC; 2KV9; 2L1C; 2L91; 2LJD; 2LJE; 2LJF; 2MTP; 2Q6W; 2RMZ; 2RN0; 2VC2; 2VDK; 2VDL; 2VDM; 2VDN; 2VDO; 2VDP; 2VDQ; 2VDR; 3FCS; 3FCU; 3IJE; 3NID; 3NIF; 3NIG; 3T3M; 3T3P; 3ZDX; 3ZDY; 3ZDZ; 3ZE0; 3ZE1; 3ZE2; 4CAK; 4G1E; 4G1M; 4MMX; 4MMY; 4MMZ; 4O02,,ITGB3,HGNC:6156,Humans,DB15598
1168,ATP-binding cassette sub-family G member 1,ABCG1,1160186,X91249,P45844,ABCG1_HUMAN,"",,ABCG1,HGNC:73,Humans,DB00163
1188,Multidrug resistance-associated protein 4,ABCC4,3335173,AF071202,O15439,MRP4_HUMAN,"",,ABCC4,HGNC:55,Humans,DB00143; DB00158; DB00198; DB00203; DB00286; DB00300; DB00328; DB00352; DB00398; DB00481; DB00482; DB00495; DB00533; DB00544; DB00563; DB00586; DB00619; DB00661; DB00709; DB00712; DB00718; DB00731; DB00770; DB00814; DB00917; DB00975; DB00999; DB01009; DB01032; DB01033; DB01050; DB01069; DB01076; DB01098; DB01138; DB01268; DB01327; DB01586; DB01708; DB02527; DB02659; DB04348; DB08884; DB09213; DB09299; DB12332; DB13146; DB14126; DB14761
1204,Equilibrative nucleoside transporter 1,SLC29A1,1845345,U81375,Q99808,S29A1_HUMAN,"",,SLC29A1,HGNC:11003,Humans,DB00432; DB00441; DB00544; DB00640; DB00811; DB00900; DB00943; DB00987; DB01033; DB01073; DB02745; DB09061; DB09327; DB14009; DB14011
1570,Outer membrane protein F,ompF,147010,J01655,P02931,OMPF_ECOLI,1BT9; 1GFM; 1GFN; 1GFO; 1GFP; 1GFQ; 1HXT; 1HXU; 1HXX; 1MPF; 1OPF; 2OMF; 2ZFG; 2ZLD; 3FYX; 3HW9; 3HWB; 3K19; 3K1B; 3O0E; 3POQ; 3POU; 3POX; 4GCP; 4GCQ; 4GCS; 4JFB; 4LSE; 4LSF; 4LSH; 4LSI,,,,Escherichia coli (strain K12),DB01017; DB13092
1817,Multidrug efflux pump subunit AcrB,acrB,290406,M94248,P31224,ACRB_ECOLI,1IWG; 1OY6; 1OY8; 1OY9; 1OYD; 1OYE; 1T9T; 1T9U; 1T9V; 1T9W; 1T9X; 1T9Y; 2DHH; 2DR6; 2DRD; 2GIF; 2HQC; 2HQD; 2HQF; 2HQG; 2HRT; 2I6W; 2J8S; 2RDD; 2W1B; 3AOA; 3AOB; 3AOC; 3AOD; 3D9B; 3NOC; 3NOG; 3W9H; 4C48; 4CDI; 4DX5; 4DX6; 4DX7; 4K7Q; 4U8V; 4U8Y; 4U95; 4U96,,,,Escherichia coli (strain K12),DB04209
2037,Glycerol uptake facilitator protein,glpF,,X15054,P0AER0,GLPF_ECOLI,1FX8; 1LDA; 1LDF; 1LDI,,,,Escherichia coli (strain K12),DB09462
2083,Sodium channel protein type 4 subunit alpha,SCN4A,338213,M81758,P35499,SCN4A_HUMAN,"",,SCN4A,HGNC:10591,Humans,DB00586
2182,Choline transporter-like protein 4,SLC44A4,14042044,AK027397,Q53GD3,CTL4_HUMAN,"",,SLC44A4,HGNC:13941,Humans,DB00122; DB14006
2183,Choline transporter-like protein 2,SLC44A2,6996444,AJ245621,Q8IWA5,CTL2_HUMAN,"",,SLC44A2,HGNC:17292,Humans,DB00122
2184,Choline transporter-like protein 3,SLC44A3,"",AC093429,Q8N4M1,CTL3_HUMAN,"",,SLC44A3,HGNC:28689,Humans,DB00122; DB14006
2196,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Humans,DB12612
2251,"b(0,+)-type amino acid transporter 1",SLC7A9,5916108,AF141289,P82251,BAT1_HUMAN,"",,SLC7A9,HGNC:11067,Humans,DB00130; DB00138
2261,Mitochondrial dicarboxylate carrier,SLC25A10,6224534,AJ131612,Q9UBX3,DIC_HUMAN,"",,SLC25A10,HGNC:10980,Humans,DB00139
2275,Mitochondrial glutamate carrier 2,SLC25A18,21322707,AJ428203,Q9H1K4,GHC2_HUMAN,"",,SLC25A18,HGNC:10988,Humans,DB00142
2276,Mitochondrial glutamate carrier 1,SLC25A22,21322705,AJ428202,Q9H936,GHC1_HUMAN,"",,SLC25A22,HGNC:19954,Humans,DB00142
2308,Vesicular inhibitory amino acid transporter,SLC32A1,17975777,AY044836,Q9H598,VIAAT_HUMAN,"",,SLC32A1,HGNC:11018,Humans,DB00145
2310,Sodium- and chloride-dependent glycine transporter 2,SLC6A5,4003525,AF085412,Q9Y345,SC6A5_HUMAN,"",,SLC6A5,HGNC:11051,Humans,DB00145
2369,ATP-binding cassette sub-family B member 5,ABCB5,,AY090613,Q2M3G0,ABCB5_HUMAN,"",,ABCB5,HGNC:46,Humans,DB00254; DB00598; DB04948; DB06263; DB08870; DB09183; DB11591; DB11641; DB11691; DB11943; DB12010; DB12267
2398,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,,,KCNQ3,HGNC:6297,Humans,DB00586
3109,Antigen peptide transporter 1,TAP1,"",X66401,Q03518,TAP1_HUMAN,1JJ7,,TAP1,HGNC:43,Humans,DB01259
3405,Folate receptor alpha,FOLR1,,M28099,P15328,FOLR1_HUMAN,4KM6; 4KM7; 4KMX; 4LRH,,FOLR1,HGNC:3791,Humans,DB00563
3501,Mucin-1,MUC1,,M21868,P15941,MUC1_HUMAN,1SM3; 2ACM; 2FO4,,MUC1,HGNC:7508,Humans,DB11090
3530,Thiamine transporter 1,SLC19A2,6524689,AF160812,O60779,S19A2_HUMAN,"",,,HGNC:10938,Humans,DB00152
3541,UDP-glucuronosyltransferase 1-1,UGT1A1,184473,M57899,P22309,UD11_HUMAN,"",,,HGNC:12530,Humans,DB04868; DB06589
3546,"Alkaline phosphatase, tissue-nonspecific isozyme",ALPL,28738,X14174,P05186,PPBT_HUMAN,"",,,HGNC:438,Humans,DB00165
3639,Multidrug resistance-associated protein 5,ABCC5,4140698,AF104942,O15440,MRP5_HUMAN,"",,,HGNC:56,Humans,DB00143; DB00203; DB00495; DB00515; DB00544; DB00642; DB00718; DB00770; DB00917; DB00975; DB01032; DB01033; DB01045; DB01076; DB01138; DB02527; DB08818
3640,Multidrug resistance-associated protein 6,ABCC6,3928849,AF076622,O95255,MRP6_HUMAN,"",,,HGNC:57,Humans,DB00328; DB00444; DB00515; DB00570; DB00694; DB00773; DB00970; DB00997; DB01032; DB01138
3641,Phosphatidylcholine translocator ABCB4,ABCB4,307181,M23234,P21439,MDR3_HUMAN,"",,,HGNC:45,Humans,DB06207; DB06414
3642,Solute carrier organic anion transporter family member 1A2,SLCO1A2,885978,U21943,P46721,SO1A2_HUMAN,"",,,HGNC:10956,Humans,DB00175; DB00199; DB00220; DB00224; DB00227; DB00253; DB00279; DB00286; DB00291; DB00328; DB00345; DB00390; DB00421; DB00451; DB00468; DB00503; DB00563; DB00584; DB00619; DB00635; DB00641; DB00655; DB00661; DB00669; DB00728; DB00741; DB00788; DB00860; DB00887; DB00908; DB00917; DB00950; DB00977; DB01009; DB01016; DB01032; DB01045; DB01050; DB01076; DB01092; DB01098; DB01124; DB01137; DB01183; DB01222; DB01232; DB01234; DB01380; DB01396; DB01583; DB01586; DB01590; DB01611; DB01708; DB02123; DB02659; DB02691; DB03619; DB04348; DB04573; DB04630; DB05804; DB06710; DB08833; DB08834; DB08836; DB08893; DB08912; DB09213; DB11591; DB11611; DB11753; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14631; DB14641; DB14649; DB14669; DB15566
3643,Ileal sodium/bile acid cotransporter,SLC10A2,595399,U10417,Q12908,NTCP2_HUMAN,"",,,HGNC:10906,Humans,DB00091; DB00577; DB00787; DB01586; DB02123; DB02659; DB03619; DB04348; DB09237
3644,Sodium/bile acid cotransporter,SLC10A1,410214,L21893,Q14973,NTCP_HUMAN,"",,,HGNC:10905,Humans,DB00091; DB00279; DB00286; DB00328; DB00396; DB00624; DB00887; DB00977; DB01032; DB01098; DB01583; DB01586; DB02123; DB02659; DB03619; DB04348; DB06290; DB08860; DB09100; DB13943; DB13944; DB13946; DB14761
3645,Solute carrier family 22 member 8,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,"",,,HGNC:10972,Humans,DB00139; DB00168; DB00175; DB00198; DB00213; DB00229; DB00253; DB00279; DB00286; DB00300; DB00313; DB00319; DB00328; DB00345; DB00437; DB00448; DB00456; DB00469; DB00493; DB00495; DB00501; DB00535; DB00536; DB00554; DB00563; DB00567; DB00577; DB00583; DB00584; DB00586; DB00595; DB00601; DB00624; DB00642; DB00650; DB00654; DB00655; DB00695; DB00736; DB00741; DB00759; DB00774; DB00783; DB00787; DB00788; DB00812; DB00833; DB00863; DB00881; DB00887; DB00908; DB00917; DB00927; DB00936; DB00945; DB00950; DB00999; DB01004; DB01009; DB01032; DB01033; DB01045; DB01050; DB01051; DB01053; DB01065; DB01092; DB01098; DB01140; DB01147; DB01160; DB01212; DB01222; DB01234; DB01261; DB01324; DB01326; DB01327; DB01329; DB01332; DB01380; DB01414; DB01415; DB01583; DB01597; DB01606; DB01650; DB01685; DB02527; DB02659; DB03553; DB03793; DB03902; DB04133; DB04348; DB04519; DB04847; DB04855; DB05154; DB05804; DB06211; DB06335; DB06710; DB08837; DB08844; DB08912; DB08930; DB09008; DB09038; DB09060; DB09078; DB09213; DB09272; DB09274; DB09299; DB11644; DB11751; DB11817; DB11837; DB11901; DB12070; DB12151; DB12243; DB12265; DB12332; DB12377; DB12457; DB12466; DB12866; DB13874; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14126; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14568; DB14631; DB14649; DB14669; DB14973; DB16267; DB17083
3646,Solute carrier family 22 member 7,SLC22A7,5001689,AF097518,Q9Y694,S22A7_HUMAN,"",,,HGNC:10971,Humans,DB00175; DB00277; DB00313; DB00328; DB00345; DB00437; DB00456; DB00493; DB00495; DB00501; DB00544; DB00563; DB00584; DB00595; DB00624; DB00759; DB00887; DB00917; DB00936; DB00943; DB01004; DB01009; DB01016; DB01017; DB01032; DB01045; DB01160; DB01211; DB01248; DB01303; DB01326; DB01329; DB02527; DB02659; DB03553; DB09327; DB13943; DB13944; DB13946
3647,Solute carrier family 22 member 2,SLC22A2,2281942,X98333,O15244,S22A2_HUMAN,"",,,HGNC:10966,Humans,DB00122; DB00152; DB00184; DB00204; DB00206; DB00264; DB00280; DB00331; DB00345; DB00365; DB00368; DB00391; DB00396; DB00413; DB00437; DB00448; DB00458; DB00468; DB00495; DB00501; DB00515; DB00526; DB00536; DB00555; DB00571; DB00594; DB00619; DB00668; DB00690; DB00709; DB00758; DB00783; DB00798; DB00863; DB00871; DB00907; DB00908; DB00914; DB00915; DB00917; DB00925; DB00927; DB00938; DB00960; DB00986; DB00988; DB01018; DB01032; DB01035; DB01043; DB01075; DB01103; DB01114; DB01118; DB01137; DB01151; DB01156; DB01160; DB01199; DB01273; DB01337; DB01580; DB04855; DB05294; DB05381; DB05383; DB05667; DB06137; DB06176; DB06608; DB06637; DB08837; DB08838; DB08839; DB08840; DB08882; DB08893; DB08912; DB08930; DB09078; DB09241; DB09343; DB11633; DB11640; DB11652; DB11697; DB11817; DB11837; DB11886; DB11901; DB12001; DB12147; DB12265; DB12457; DB12598; DB13874; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14006; DB14754; DB15102; DB15133; DB15328; DB15442; DB16267
3648,Solute carrier family 22 member 1,SLC22A1,2511670,X98332,O15245,S22A1_HUMAN,"",,,HGNC:10963,Humans,DB00122; DB00127; DB00152; DB00184; DB00206; DB00220; DB00224; DB00238; DB00280; DB00318; DB00331; DB00368; DB00391; DB00396; DB00406; DB00413; DB00434; DB00448; DB00457; DB00468; DB00501; DB00520; DB00536; DB00555; DB00590; DB00619; DB00625; DB00661; DB00668; DB00709; DB00728; DB00758; DB00787; DB00863; DB00908; DB00914; DB00915; DB00925; DB00938; DB00983; DB00988; DB01004; DB01018; DB01032; DB01035; DB01114; DB01137; DB01151; DB01199; DB01232; DB01337; DB01621; DB01623; DB03128; DB03566; DB04830; DB04855; DB05381; DB06137; DB06288; DB08837; DB08838; DB08882; DB08893; DB09073; DB09079; DB11642; DB11697; DB11732; DB11837; DB11886; DB11963; DB12141; DB12267; DB12332; DB12597; DB12598; DB12674; DB13952; DB13953; DB13954; DB13955; DB13956; DB14006; DB14973; DB15133; DB16098; DB16650
3649,High affinity copper uptake protein 1,SLC31A1,2315987,U83460,O15431,COPT1_HUMAN,2LS2; 2LS3; 2LS4,,,HGNC:11016,Humans,DB00515; DB00526; DB00958; DB09130
3650,Solute carrier family 22 member 3,SLC22A3,3581982,AJ001417,O75751,S22A3_HUMAN,"",,,HGNC:10967,Humans,DB00122; DB00182; DB00184; DB00331; DB00368; DB00391; DB00396; DB00413; DB00448; DB00457; DB00458; DB00501; DB00526; DB00536; DB00541; DB00575; DB00709; DB00718; DB00762; DB00783; DB00925; DB00938; DB00983; DB00988; DB01035; DB01042; DB01151; DB01577; DB05381; DB08837; DB08838; DB08841; DB08882; DB08893; DB13943; DB13944; DB13952; DB13953; DB13954; DB13955; DB13956; DB14006
3651,Multidrug resistance-associated protein 7,ABCC10,21103955,AY032599,Q5T3U5,MRP7_HUMAN,"",,,HGNC:52,Humans,DB00091; DB00203; DB00300; DB00441; DB00541; DB00563; DB00661; DB00694; DB00773; DB00783; DB00987; DB00997; DB01229; DB01248; DB04348; DB13952; DB13953; DB13954; DB13955; DB13956
3652,Solute carrier family 22 member 10,SLC22A10,52078132,BK001421,Q63ZE4,S22AA_HUMAN,"",,,HGNC:18057,Humans,DB00286; DB00936; DB01032
3653,Solute carrier organic anion transporter family member 4C1,SLCO4C1,33308060,AF401643,Q6ZQN7,SO4C1_HUMAN,"",,,HGNC:23612,Humans,DB00279; DB00390; DB00509; DB00563; DB01092; DB01137; DB01396; DB01583; DB06335
3654,Monocarboxylate transporter 10,SLC16A10,18640047,AB057445,Q8TF71,MOT10_HUMAN,"",,,HGNC:17027,Humans,DB00117; DB00119; DB00120; DB00123; DB00125; DB00128; DB00130; DB00133; DB00134; DB00135; DB00138; DB00142; DB00145; DB00149; DB00150; DB00151; DB00156; DB00160; DB00161; DB00167; DB00172; DB00174; DB00279; DB01235; DB01583; DB01746; DB01786; DB02556; DB02952; DB03107; DB03225; DB03839; DB03929; DB04398; DB06262
3655,Solute carrier organic anion transporter family member 2A1,SLCO2A1,1617590,U70867,Q92959,SO2A1_HUMAN,3MRR,,,HGNC:10955,Humans,DB00119; DB00654; DB00695; DB00770; DB00917; DB01088; DB01160; DB01174; DB01819; DB02056; DB02263; DB03581; DB04398; DB04551; DB04557; DB11753
3656,Solute carrier organic anion transporter family member 4A1,SLCO4A1,6683743,AB031051,Q96BD0,SO4A1_HUMAN,"",,,HGNC:10953,Humans,DB00279; DB00286; DB00451; DB00509; DB00917; DB01053; DB01583; DB04348; DB09100; DB13952; DB13953; DB13954; DB13955; DB13956
3657,Multidrug and toxin extrusion protein 1,SLC47A1,7023138,AK001709,Q96FL8,S47A1_HUMAN,"",,,HGNC:25588,Humans,DB00205; DB00243; DB00331; DB00391; DB00440; DB00501; DB00536; DB00537; DB00567; DB00661; DB00787; DB00877; DB00879; DB00927; DB00986; DB01004; DB01018; DB01030; DB01035; DB01043; DB01137; DB01195; DB01203; DB01333; DB04574; DB04948; DB05667; DB06137; DB06288; DB06608; DB08837; DB08840; DB08930; DB09185; DB09241; DB09343; DB11652; DB11732; DB11753; DB11757; DB11791; DB11793; DB11837; DB11886; DB11901; DB11978; DB12001; DB12141; DB12265; DB12267; DB12332; DB12377; DB12457; DB12500; DB12615; DB12887; DB12978; DB13946; DB14761; DB14840; DB15102; DB15133; DB15233; DB15305; DB15442; DB15685; DB15822; DB16098; DB16267; DB16628
3658,ATP-binding cassette sub-family C member 11,ABCC11,15027829,AY040219,Q96J66,ABCCB_HUMAN,"",,,HGNC:14639,Humans,DB00158; DB00286; DB00328; DB00563; DB01032; DB02527; DB04348
3659,Solute carrier organic anion transporter family member 1B3,SLCO1B3,9187497,AJ251506,Q9NPD5,SO1B3_HUMAN,"",,,HGNC:10961,Humans,DB00091; DB00175; DB00177; DB00188; DB00199; DB00220; DB00227; DB00244; DB00257; DB00275; DB00279; DB00286; DB00394; DB00396; DB00451; DB00481; DB00503; DB00520; DB00541; DB00563; DB00602; DB00619; DB00624; DB00641; DB00646; DB00688; DB00783; DB00795; DB00834; DB00932; DB00950; DB00975; DB00976; DB01045; DB01051; DB01072; DB01076; DB01092; DB01095; DB01098; DB01132; DB01149; DB01211; DB01229; DB01248; DB01583; DB01590; DB01601; DB01708; DB02659; DB02691; DB04348; DB04855; DB05239; DB05804; DB05928; DB06137; DB06176; DB06290; DB06403; DB06448; DB06772; DB06813; DB08855; DB08860; DB08861; DB08862; DB08864; DB08884; DB08912; DB08995; DB09038; DB09054; DB09065; DB09078; DB09102; DB09137; DB09142; DB09292; DB09297; DB09298; DB09299; DB11362; DB11575; DB11586; DB11613; DB11632; DB11753; DB11757; DB11796; DB11817; DB11855; DB11869; DB11886; DB11936; DB11942; DB12026; DB12070; DB12151; DB12265; DB12332; DB12457; DB12471; DB12500; DB12597; DB12674; DB12713; DB12941; DB12978; DB13139; DB13153; DB13154; DB13874; DB13878; DB13879; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14761; DB14962; DB15328; DB15413; DB15444; DB15463; DB15575; DB15719; DB15822; DB16098; DB16267; DB16650; DB17083
3660,Solute carrier organic anion transporter family member 1C1,SLCO1C1,7839587,AF260704,Q9NYB5,SO1C1_HUMAN,"",,,HGNC:13819,Humans,DB00252; DB00279; DB00286; DB00451; DB00509; DB00563; DB00586; DB00783; DB00917; DB00939; DB01032; DB01092; DB01583; DB04348; DB09100; DB13952; DB13953; DB13954; DB13955; DB13956
3661,Solute carrier organic anion transporter family member 3A1,SLCO3A1,6683741,AB031050,Q9UIG8,SO3A1_HUMAN,"",,,HGNC:10952,Humans,DB00286; DB00345; DB00563; DB00770; DB00917; DB01053; DB01088; DB01160; DB04348; DB06654; DB09100; DB09198
3662,Probable low affinity copper uptake protein 2,SLC31A2,2315989,U83461,O15432,COPT2_HUMAN,"",,,HGNC:11017,Humans,DB00515; DB00958; DB09130
3664,Copper-transporting ATPase 2,ATP7B,551502,U11700,P35670,ATP7B_HUMAN,2ARF; 2EW9; 2KOY; 2LQB; 2ROP,,,HGNC:870,Humans,DB00515; DB00526; DB00958; DB09130
3665,"POU domain, class 5, transcription factor 1",POU5F1,35169,Z11898,Q01860,PO5F1_HUMAN,"",,,HGNC:9221,Humans,DB00368; DB00988
3666,Copper-transporting ATPase 1,ATP7A,179253,L06133,Q04656,ATP7A_HUMAN,1AW0; 1KVI; 1KVJ; 1Q8L; 1S6O; 1S6U; 1Y3J; 1Y3K; 1YJR; 1YJT; 1YJU; 1YJV; 2AW0; 2G9O; 2GA7; 2K1R; 2KIJ; 2KMV; 2KMX; 3CJK,,,HGNC:869,Humans,DB00515; DB00526; DB00958; DB09130
3667,Organic solute transporter subunit alpha,SLC51A,30348899,AY194243,Q86UW1,OSTA_HUMAN,"",,,HGNC:29955,Humans,DB00286; DB00390; DB00917; DB04348
3668,Organic solute transporter subunit beta,SLC51B,30348897,AY194242,Q86UW2,OSTB_HUMAN,"",,,HGNC:29956,Humans,DB00286; DB00390; DB00917; DB04348
3669,Solute carrier family 22 member 16,SLC22A16,24429900,AY145502,Q86VW1,S22AG_HUMAN,"",,,HGNC:20302,Humans,DB00583; DB00997
3670,ATP-binding cassette sub-family A member 5,ABCA5,17223620,AY028897,Q8WWZ7,ABCA5_HUMAN,"",,,HGNC:35,Humans,DB00864
3671,ATP-binding cassette sub-family A member 3,ABCA3,1699038,U78735,Q99758,ABCA3_HUMAN,"",,,HGNC:33,Humans,DB00619
3672,Solute carrier family 28 member 3,SLC28A3,10732815,AF305210,Q9HAS3,S28A3_HUMAN,"",,,HGNC:16484,Humans,DB00242; DB00441; DB00640; DB00811; DB00993; DB01033; DB01073; DB04335; DB04485; DB09327
3673,"ATP-binding cassette sub-family B member 8, mitochondrial",ABCB8,4321407,AF047690,Q9NUT2,ABCB8_HUMAN,"",,,HGNC:49,Humans,DB00997
